,feature,n,IQR_n_outliers,IQR_outlier_%,IQR_min,IQR_max,IQR_lower_bound,IQR_upper_bound,Z_n_outliers,Z_outlier_%,Z_min,Z_max,Z_lower_bound,Z_upper_bound
12,02000005,5467,32,0.5853301627949515,79.6091,80.51855,79.6128645,80.43515250000002,3,0.0548747027620267,79.6091,80.51855,-3,3
201,04440001,4153,24,0.5778954972309175,75.6225,77.0947,75.66109,76.85845,6,0.14447387430772937,75.6225,77.0947,-3,3
92,03027091,7103,41,0.5772208925805998,230.6611,234.765,230.59289749999994,233.98189750000006,9,0.12670702520061944,230.6611,234.765,-3,3
99,03030007,5628,31,0.5508173418621181,56.035,59.74331899999999,56.17769774999999,59.85134574999998,12,0.21321961620469082,56.035,59.74331899999999,-3,3
251,07000002,6119,33,0.5393038078117339,48.9865,53.120655,48.57375024999999,52.715540250000004,24,0.39222095113580646,48.9865,53.120655,-3,3
179,04060003,2474,13,0.5254648342764754,214.4499,215.3461,214.45766250000003,215.30536249999994,0,0.0,214.4499,215.3461,-3,3
8,02000001,5941,31,0.5217976771587275,64.09250499999999,69.8724,62.019624500000006,69.39769249999999,0,0.0,64.09250499999999,69.8724,-3,3
231,05227007,194,1,0.5154639175257731,93.92,101.159,91.56575187499999,101.10374887500001,0,0.0,93.92,101.159,-3,3
27,02190002,3602,18,0.4997223764575236,66.0487,68.1082,65.3712625,67.8413625,5,0.13881177123820101,66.0487,68.1082,-3,3
123,03040013,5455,25,0.458295142071494,91.977153,97.45840700000001,93.53081324999998,97.37089525000003,15,0.27497708524289644,91.977153,97.45840700000001,-3,3
61,02590001,4375,19,0.43428571428571433,46.8214,47.7132,46.900800000000004,47.79159999999999,13,0.29714285714285715,46.8214,47.7132,-3,3
236,06020001,5650,24,0.42477876106194695,135.903,137.4702,135.61823637499998,137.389845375,0,0.0,135.903,137.4702,-3,3
157,03097191,6430,27,0.41990668740279935,34.695,36.727,34.475320124999996,36.400659125000004,13,0.2021772939346812,34.695,36.727,-3,3
64,03000001,7917,32,0.40419350764178347,45.48872,47.787,45.517199999999995,47.63400000000001,6,0.07578628268283441,45.48872,47.787,-3,3
293,13000006,2539,10,0.3938558487593541,2.587299999999999,3.9773,2.2907500000000014,3.9275499999999988,0,0.0,2.587299999999999,3.9773,-3,3
134,03090003,1895,7,0.36939313984168864,38.57,39.954,38.604,40.324,7,0.36939313984168864,38.57,39.954,-3,3
106,03030015,5301,19,0.35842293906810035,93.62150000000001,95.5579,93.62095000000001,95.07975,8,0.15091492171288434,93.62150000000001,95.5579,-3,3
17,02000010,4088,14,0.3424657534246575,-1.6472,-0.9667999999999997,-1.6757999999999997,-1.0806000000000004,9,0.22015655577299412,-1.6472,-0.9667999999999997,-3,3
109,03030018,5069,17,0.33537186821858356,30.9085,31.486,30.9009,31.3833,15,0.2959163543105149,30.9085,31.486,-3,3
264,08070001,6564,22,0.3351614868982328,304.012236,304.6144,303.99490825,304.57413225000005,8,0.1218769043266301,304.012236,304.6144,-3,3
211,05010001,5392,17,0.31528189910979226,362.852,365.443984,362.93649674999995,365.42178475000003,0,0.0,362.852,365.443984,-3,3
141,03090010,8072,25,0.3097125867195243,58.215,59.666999,57.93999062500001,59.608885625,25,0.3097125867195243,58.215,59.666999,-3,3
94,03030002,3951,12,0.30372057706909644,21.5779,25.29,24.497309499999993,25.276753500000005,6,0.15186028853454822,21.5779,25.29,-3,3
163,04010005,2086,6,0.28763183125599234,421.8132,423.8298,421.8359875,423.8274875000001,0,0.0,421.8132,423.8298,-3,3
212,05017001,6846,18,0.26292725679228746,20.394999,24.7213,20.939769999999992,25.44481800000001,23,0.3359626059012562,20.394999,24.7213,-3,3
258,08010002,6308,16,0.2536461636017755,314.9995,316.5798,314.7959193749999,316.487208375,12,0.19023462270133165,314.9995,316.5798,-3,3
234,05300001,3392,8,0.2358490566037736,88.275132,90.387609,87.605857625,90.35926262499999,13,0.38325471698113206,88.275132,90.387609,-3,3
21,02140001,6174,14,0.22675736961451248,245.025912,246.5283,244.69355000000002,246.35535,15,0.24295432458697766,245.025912,246.5283,-3,3
283,09060005,917,2,0.21810250817884408,2.1527,4.2202,2.03655,3.82095,2,0.21810250817884408,2.1527,4.2202,-3,3
245,06210001,5244,10,0.19069412662090007,138.8809,139.892485,138.866907125,139.72371212500002,6,0.11441647597254005,138.8809,139.892485,-3,3
285,09270001,1633,3,0.1837109614206981,238.7191,239.4802,238.9671,239.5495,3,0.1837109614206981,238.7191,239.4802,-3,3
111,03037041,7305,13,0.1779603011635866,66.369,68.616,66.38325,68.12924999999998,1,0.013689253935660506,66.369,68.616,-3,3
107,03030016,5334,9,0.1687289088863892,103.4427,105.5635,103.33233749999998,105.42323750000001,9,0.1687289088863892,103.4427,105.5635,-3,3
147,03090018,7870,12,0.15247776365946633,58.157175,60.259202,58.19126250000001,60.43636249999999,0,0.0,58.157175,60.259202,-3,3
25,02180001,3406,5,0.1467997651203758,219.7687,222.0717,220.74644999999998,222.09905000000003,5,0.1467997651203758,219.7687,222.0717,-3,3
54,02400001,5671,8,0.14106859460412624,224.6956,227.026551,224.72638874999996,227.01912675000005,0,0.0,224.6956,227.026551,-3,3
37,02330001,5795,7,0.12079378774805867,367.566673,369.1247,367.58283574999996,369.07687375,1,0.01725625539257981,367.566673,369.1247,-3,3
154,03097102,9199,11,0.11957821502337211,37.7532,49.7,36.711035,48.417379000000004,6,0.06522448092183933,37.7532,49.7,-3,3
168,04017051,7651,9,0.1176316821330545,69.8443,74.302,69.89070000000001,74.23150000000001,0,0.0,69.8443,74.302,-3,3
225,05107041,6275,7,0.11155378486055777,754.235815,756.318,754.0861512499998,756.2313012500001,7,0.11155378486055777,754.235815,756.318,-3,3
2,01070002,5696,6,0.10533707865168539,58.01089999999999,63.02999999999999,57.67949999999999,62.8963,7,0.12289325842696629,58.01089999999999,63.02999999999999,-3,3
282,09060004,971,1,0.10298661174047373,2.1956,4.0384,2.2173750000000005,4.074375,0,0.0,2.1956,4.0384,-3,3
97,03030005,5520,5,0.09057971014492754,96.5244,109.4661,97.904500125,111.206415125,8,0.14492753623188406,96.5244,109.4661,-3,3
28,02200001,5986,5,0.0835282325425994,166.5048,167.70674,166.48453987500002,167.603924875,3,0.05011693952555964,166.5048,167.70674,-3,3
56,02400003,5454,4,0.07334066740007333,107.200278,109.8661,107.07826062499998,109.83200362500003,0,0.0,107.200278,109.8661,-3,3
278,09000012,4639,3,0.06466910972192283,72.2727,86.0344,72.44519999999997,90.28640000000004,2,0.04311273981461522,72.2727,86.0344,-3,3
244,06200001,5555,2,0.036003600360036005,196.901,198.642576,196.91706775000003,198.63791774999996,0,0.0,196.901,198.642576,-3,3
110,03037031,7309,2,0.027363524421945548,85.8458,88.78,85.61624999999998,88.50065000000001,2,0.027363524421945548,85.8458,88.78,-3,3
149,03090020,7602,2,0.026308866087871613,121.1305,129.886001,121.13797175000002,130.71671375,0,0.0,121.1305,129.886001,-3,3
137,03090006,7885,2,0.025364616360177554,55.725,58.054,55.87945000000001,58.42225000000001,2,0.025364616360177554,55.725,58.054,-3,3
6,01300001,5838,1,0.0171291538198013,468.3683,471.111044,468.3871516249999,471.51239462500007,0,0.0,468.3683,471.111044,-3,3
22,02150001,6196,1,0.01613944480309877,3.6814,5.381201,3.2196942499999994,5.35599225,0,0.0,3.6814,5.381201,-3,3
165,04017031,6740,1,0.014836795252225518,37.57,40.4081,37.784287125000006,40.674188124999986,1,0.014836795252225518,37.57,40.4081,-3,3
139,03090008,7745,0,0.0,279.1267,281.517002,278.829,281.86899999999997,0,0.0,279.1267,281.517002,-3,3
140,03090009,1135,0,0.0,81.179,83.868,81.00274999999996,84.72875000000002,0,0.0,81.179,83.868,-3,3
124,03040014,5633,0,0.0,175.2312,177.0198,175.0314525,177.2710485,0,0.0,175.2312,177.0198,-3,3
129,03047011,414,0,0.0,38.124,46.122,33.018,47.49799999999999,0,0.0,38.124,46.122,-3,3
280,09060002,1627,0,0.0,144.5589,145.7358,143.97129999999999,146.1845,0,0.0,144.5589,145.7358,-3,3
11,02000004,5642,0,0.0,80.29065,82.26563,79.737346875,82.44960987500001,0,0.0,80.29065,82.26563,-3,3
286,09270002,1635,0,0.0,240.1418,240.556743,240.0314825,240.6914305,0,0.0,240.1418,240.556743,-3,3
115,03040005,5420,0,0.0,40.0364,41.1087,39.84698562499999,41.245408624999996,0,0.0,40.0364,41.1087,-3,3
78,03020004,2530,0,0.0,304.2972,306.8339,303.43213749999995,307.2762375,0,0.0,304.2972,306.8339,-3,3
100,03030008,5178,0,0.0,126.1315,128.901,126.00451312499999,129.416092125,0,0.0,126.1315,128.901,-3,3
83,03020009,2511,0,0.0,235.3171,243.5677,230.774875,248.50147499999997,0,0.0,235.3171,243.5677,-3,3
84,03020010,2590,0,0.0,345.5673,350.9677,345.0917000000002,352.9868999999999,0,0.0,345.5673,350.9677,-3,3
105,03030014,5339,0,0.0,94.33210000000001,95.5844,94.27363125,95.82430125000002,0,0.0,94.33210000000001,95.5844,-3,3
82,03020008,2513,0,0.0,437.961,441.0266,437.20035,441.91434999999996,0,0.0,437.961,441.0266,-3,3
68,03010001,3922,0,0.0,150.351394,152.0818,149.53686374999995,152.83572175000006,0,0.0,150.351394,152.0818,-3,3
183,04080002,4642,0,0.0,194.1,196.29,193.62779999999998,196.7726,0,0.0,194.1,196.29,-3,3
62,02600001,4388,0,0.0,45.3157,46.7208,45.303025,46.866625000000006,0,0.0,45.3157,46.7208,-3,3
60,02507001,7207,0,0.0,60.259,66.505,58.928970000000014,68.88104999999999,0,0.0,60.259,66.505,-3,3
196,04300012,4935,0,0.0,179.5777,181.6416,178.9293,181.9629,0,0.0,179.5777,181.6416,-3,3
209,05000001,5815,0,0.0,135.7303,137.230301,135.52964674999998,137.35357275,0,0.0,135.7303,137.230301,-3,3
199,04300015,4141,0,0.0,59.1676,65.133601,56.58914999999999,67.25755000000001,0,0.0,59.1676,65.133601,-3,3
232,05260001,5182,0,0.0,180.8911,184.1819,180.57068812499995,184.45437312500007,0,0.0,180.8911,184.1819,-3,3
49,02360001,4904,0,0.0,63.985181,66.38021,63.98224637500001,66.67279537499999,0,0.0,63.985181,66.38021,-3,3
230,05220003,485,0,0.0,183.3032,183.9505,182.99195,184.42035,0,0.0,183.3032,183.9505,-3,3
214,05017031,9709,0,0.0,20.709999,24.2964,20.522800000000004,25.013999999999996,0,0.0,20.709999,24.2964,-3,3
215,05020001,4035,0,0.0,57.145299,59.761899,56.92759999999999,59.88880000000001,0,0.0,57.145299,59.761899,-3,3
65,03000002,2754,0,0.0,46.174,47.594,46.017875000000004,47.81287499999999,0,0.0,46.174,47.594,-3,3
213,05017011,6495,0,0.0,17.287828,20.1306,16.371528749999992,20.845642750000007,0,0.0,17.287828,20.1306,-3,3
44,02340005,5762,0,0.0,394.598773,395.5384,394.51518875,395.58172675000003,0,0.0,394.598773,395.5384,-3,3
47,02340008,4600,0,0.0,246.252,251.2045,244.24197500000002,252.024175,0,0.0,246.252,251.2045,-3,3
222,05080003,6677,0,0.0,103.356719,104.877999,103.25050000000002,104.98249999999999,0,0.0,103.356719,104.877999,-3,3
220,05080001,10556,0,0.0,125.49,127.498399,125.43606249999999,127.60716250000002,0,0.0,125.49,127.498399,-3,3
242,06190001,5691,0,0.0,106.790598,109.760577,106.72535100000002,110.733443,15,0.2635740643120717,106.790598,109.760577,-3,3
19,02000012,4778,0,0.0,77.68560099999999,89.9302,74.85481312499999,94.33151212499999,0,0.0,77.68560099999999,89.9302,-3,3
250,07000001,6527,0,0.0,111.010136,111.800152,110.86210774999999,111.82315375,0,0.0,111.010136,111.800152,-3,3
253,07000004,6527,0,0.0,3.486099999999999,5.322554999999999,3.4721684999999995,5.474656499999999,0,0.0,3.486099999999999,5.322554999999999,-3,3
261,08010005,5650,0,0.0,338.9834,340.240326,338.8556206249999,340.334565625,0,0.0,338.9834,340.240326,-3,3
30,02257001,11071,0,0.0,166.5825,168.309998,166.26155624999996,168.46995025000007,0,0.0,166.5825,168.309998,-3,3
262,08010006,5990,0,0.0,338.9793,340.238731,338.891987125,340.258474125,0,0.0,338.9793,340.238731,-3,3
29,02247021,7276,0,0.0,79.5814,81.829,79.48404237500003,82.143209375,0,0.0,79.5814,81.829,-3,3
265,08070002,6163,0,0.0,334.1972,335.6829,333.9849170000001,335.9007169999999,0,0.0,334.1972,335.6829,-3,3
267,08A10002,6276,0,0.0,313.520112,314.929569,313.463959875,315.18106887499994,0,0.0,313.520112,314.929569,-3,3
271,09000004,3892,0,0.0,22.352,33.480998,20.1911625,36.795662500000006,0,0.0,22.352,33.480998,-3,3
269,09000002,4133,0,0.0,126.3591,129.218,125.11995,129.69155,0,0.0,126.3591,129.218,-3,3
273,09000006,4512,0,0.0,26.2579,43.48710000000001,22.14700337499999,47.56159437500002,0,0.0,26.2579,43.48710000000001,-3,3
275,09000009,3208,0,0.0,57.7916,62.943,56.542823874999996,63.576626875,0,0.0,57.7916,62.943,-3,3
277,09000011,1540,0,0.0,9.9397,11.0716,9.853225000000002,11.324824999999997,0,0.0,9.9397,11.0716,-3,3
279,09060001,1630,0,0.0,192.3753,193.8302,192.22907499999997,194.06987500000002,0,0.0,192.3753,193.8302,-3,3
48,02340009,0,0,,,,,,0,,,,-3,3
200,04300016,0,0,,,,,,0,,,,-3,3
268,09000001,0,0,,,,,,0,,,,-3,3
270,09000003,0,0,,,,,,0,,,,-3,3
272,09000005,0,0,,,,,,0,,,,-3,3
276,09000010,0,0,,,,,,0,,,,-3,3
